# x y z lon lat height
-5293971.06121311,  2961828.48874929, -1963691.91029401,  150.7742095515, -18.0504276608, -0.0000
 3173488.34612452,  4934942.63298480,  2492802.60893965,   57.2563521215,  23.1578623330, -0.0000
 4367900.20552880,  4647031.99355939,    84409.81646863,   46.7734981235,   0.7633987490, 0.0000
-1825861.26937762, -6104040.40193271,  -294901.46551424, -106.6531542763,  -2.6679435202, -0.0000
 1478192.22845692,  5274428.44919757,  3256457.39540088,   74.3441328407,  30.9007584386, -0.0000
 3708683.94274346,   792440.67234689,  5110996.16040261,   12.0611150009,  53.6082728908, 0.0000
 3628637.71135321,  5240625.65173604,  -221656.50583287,   55.3010606755,  -2.0049947516, -0.0000
-5760772.76390465,  2058115.84231598, -1799020.76571961,  160.3400281295, -16.4922038205, 0.0000
 1720564.81524741,  2622310.15891723, -5535096.90694149,   56.7300944885, -60.6274041273, 0.0000
-4868813.59592193, -4077488.89800496,   589093.56620052, -140.0548115980,   5.3351346281, 0.0000
 -500814.03685720, -6046037.47220046, -1961964.67726489,  -94.7351958409, -18.0340151071, -0.0000
-3394099.66439137,  2565301.26416521,  4735904.31994953,  142.9175741762,  48.2563818282, 0.0000
  545586.49639636,  4799659.89293924,  4150916.71926120,   83.5149157525,  40.8628540987, 0.0000
-1729733.08903784, -3427861.94615567, -5075901.48509627, -116.7759637620, -53.0800749613, -0.0000
-2844526.21431731,  -599431.58999155,  5658111.36475247, -168.1000791163,  62.9631325466, 0.0000
-1797170.91207101,  6058244.22018083,   862249.74768978,  106.5229268484,   7.8217120336, -0.0000
   19421.51974819, -6067713.32066524, -1958889.56578353,  -89.8166084562, -18.0047984299, -0.0000
 2137615.37721334,  5809166.07549198, -1532641.70073846,   69.7977550586, -13.9968316954, 0.0000
 1253219.42170267, -1776664.68174234, -5976022.81231666,  -54.8017150511, -70.1309993713, 0.0000
 4048478.20970443,  -949998.84746641, -4819895.23623815,  -13.2058600466, -49.4037146011, 0.0000
 4209765.02794772, -3961416.73829316,  2686456.43055869,  -43.2591343263,  25.0735513974, -0.0000
 5539354.47131634, -2572500.34621037, -1831886.76939520,  -24.9103607639, -16.8021814811, -0.0000
-3180014.30941113, -5429086.37326780,  1042038.24030945, -120.3590651587,   9.4660270646, 0.0000
 3681260.47152984, -4292232.27765821,  2940648.86984155,  -49.3817477710,  27.6341578537, -0.0000
-2615666.26980721, -3250208.95150302,  4808248.24745185, -128.8260208512,  49.2430428568, 0.0000
  258955.83563600,  -666563.40384778, -6316673.04515841,  -68.7691538729, -83.5840350836, -0.0000
-5553324.17723342,  3048404.67736342,  -738091.83460301,  151.2361496672,  -6.6899647731, 0.0000
 -234840.73601738,  -687716.13174730,  6315356.81193109, -108.8539673737,  83.4794147970, -0.0000
 2803405.76783138,  2765238.42612476, -5000647.26754311,   44.6073023745, -51.9685367696, 0.0000
 3732881.47871854,  -389677.68915727, -5139683.44143812,   -5.9595547402, -54.0449561726, 0.0000
 1031912.64898172,  6270818.21961799,  -539136.14014207,   80.6552760265,  -4.8815682043, -0.0000
  762668.36024292,   879315.67479353,  6250000.86740372,   49.0634923678,  79.5192974753, -0.0000
-3095915.00188129,  2750561.71495858,  4834545.58625162,  138.3805521149,  49.6065615279, -0.0000
 3651728.67833349,  2663766.58856664,  4484896.49557207,   36.1090153995,  44.9688064464, -0.0000
-5754381.48520816,  1311020.84070596,  2410351.54636656,  167.1653754465,  22.3504773333, -0.0000
 3425809.48268153,  3135608.95641208,  4357117.35745726,   42.4675542413,  43.3655867044, -0.0000
  333065.40229353,    46922.07791752,  6347906.98613936,    8.0190257728,  86.9871918758, -0.0000
 1944240.81223897,  4181791.47155550, -4391266.34854671,   65.0648644285, -43.7898610915, -0.0000
 4337120.13229497,   894144.58662112, -4574873.97633461,   11.6489437074, -46.1248145796, 0.0000
 1969277.97345524,  1185577.45698433,  5929588.61135093,   31.0494807593,  68.9404363813, -0.0000
 3120149.57973729,  -717020.92461716, -5497950.64614864,  -12.9420646497, -59.9546770425, -0.0000
-4495638.48634301, -4103126.53037653, -1899971.05886918, -137.6135936608, -17.4459194749, 0.0000
 4669916.09795208,  3150628.90595777, -2980967.03259900,   34.0061614711, -28.0456084535, 0.0000
 1601301.56605668, -3243013.65174022,  5235892.18331070,  -63.7212402537,  55.5441166671, -0.0000
 2095644.99822340, -5084993.57668034,  3218992.06263386,  -67.6022933843,  30.5077212952, -0.0000
 3697459.78106280,  3807369.02890782,  3525563.02218994,   45.8390445713,  33.7732013347, -0.0000
 2996010.30054318, -1377065.66606385, -5441387.35147939,  -24.6850799368, -58.9556022666, 0.0000
 5203391.12373665,   671044.99894386, -3614828.64093244,    7.3484768688, -34.7468755044, -0.0000
  392923.96056710, -2365162.25502192, -5890534.78938301,  -80.5676085685, -67.9866435697, 0.0000
 5712783.41379020,  2406881.61613126, -1495521.54401043,   22.8464241677, -13.6513119364, 0.0000
  410282.50879374,  2120608.89007225, -5981155.20333218,   79.0500501576, -70.2668015506, 0.0000
-2658855.32909990,  5766733.88691279,   594573.52446282,  114.7529055083,   5.3849069923, 0.0000
 3872952.67558634,  3294883.70360777, -3837364.84673480,   40.3892105000, -37.2256671996, 0.0000
 3299847.40062168, -5371602.56697547,   965012.14500864,  -58.4370367609,   8.7606942385, 0.0000
 4989579.23265328,   543165.11739307, -3922500.27071761,    6.2127487972, -38.1952610932, -0.0000
-2038309.73300448, -5980260.46913400,  -870233.23533640, -108.8211442183,  -7.8945829998, 0.0000
 2479588.52344181,  1424765.99346525,  5681965.44931200,   29.8815783460,  63.4377835934, 0.0000
 2582385.65614471, -4988440.02316597,  3011026.38401458,  -62.6305725843,  28.3533768089, 0.0000
